UserId,Name,Email,Password,Avatar,UserRole
4cba842c-4a02-4bc5-ad88-ee34f34caa0b,William,william9706@example.com,samplePassword,sampleAvatarURL,customer
9f627ca2-6e3d-4c30-91a1-d0e824e8f900,Ava,ava7218@example.com,samplePassword,sampleAvatarURL,customer
1c4f7f94-9865-47d9-b49f-cc070a8c79ea,Michael,michael7824@example.com,samplePassword,sampleAvatarURL,admin
ee48f722-e27d-4b24-b01a-0d4af7340f2d,Michael,michael5892@example.com,samplePassword,sampleAvatarURL,customer
5c5d3770-4962-491b-91c7-c31116141183,Sophia,sophia3829@example.com,samplePassword,sampleAvatarURL,admin
43242ae6-53f9-42e2-8ac0-dc61d11d2805,Olivia,olivia4253@example.com,samplePassword,sampleAvatarURL,admin
bd58b2c8-25bc-441d-b133-59d20fc539f1,Olivia,olivia1295@example.com,samplePassword,sampleAvatarURL,admin
0bdff494-cba2-4699-b70c-3af98caffe21,Emily,emily8067@example.com,samplePassword,sampleAvatarURL,customer
886e1b04-1d66-4f0a-836b-2bd201c3cace,Matthew,matthew5244@example.com,samplePassword,sampleAvatarURL,admin
0e2cdf43-1092-41b1-b37b-d35599982f4f,Ava,ava8134@example.com,samplePassword,sampleAvatarURL,admin
5fe4dfab-7aa6-4ade-ae6c-3678d3007fa3,Olivia,olivia4850@example.com,samplePassword,sampleAvatarURL,admin
2ed846d1-deaf-4ed7-8dfd-a3a4c10740c0,David,david7422@example.com,samplePassword,sampleAvatarURL,admin
b47a0498-dd5a-4804-ac5f-d68c436492e9,Michael,michael9166@example.com,samplePassword,sampleAvatarURL,customer
259ada00-6630-4a89-8d26-5a7780b5faee,John,john7941@example.com,samplePassword,sampleAvatarURL,admin
e4e7d9a9-18e8-47af-9c66-4739343b5226,David,david9619@example.com,samplePassword,sampleAvatarURL,customer
a1718299-fdf7-4daf-80fa-ef088d8e39de,William,william6693@example.com,samplePassword,sampleAvatarURL,customer
9892e8f2-2f22-4fac-a5e5-3e703f0ba66d,Ava,ava5496@example.com,samplePassword,sampleAvatarURL,admin
f5aec259-bb4a-450e-ba21-47a00309b510,Michael,michael2545@example.com,samplePassword,sampleAvatarURL,admin
ae293cf2-95ab-41ea-b8e9-ac9c54216b4d,Olivia,olivia9784@example.com,samplePassword,sampleAvatarURL,customer
9e95288d-88e8-4cd3-aa0f-39d84a8c95f2,Emma,emma6565@example.com,samplePassword,sampleAvatarURL,customer
b89f3f7b-ff2a-44ea-a291-4fda89980a79,Sophia,sophia1212@example.com,samplePassword,sampleAvatarURL,admin
e5c03f6e-d0c2-493c-ba11-63c119ed7cb1,Sophia,sophia1475@example.com,samplePassword,sampleAvatarURL,admin
2092c944-84fd-444d-953b-7511bd97580e,Olivia,olivia8519@example.com,samplePassword,sampleAvatarURL,customer
08ba727f-cac1-44ef-9b70-35e29070cf4c,Emily,emily6357@example.com,samplePassword,sampleAvatarURL,admin
a65246b6-4c83-4969-a841-a68d50d6b8bd,Ava,ava9471@example.com,samplePassword,sampleAvatarURL,admin
43feb291-3e43-488b-ab0b-777c5a290073,Sophia,sophia5438@example.com,samplePassword,sampleAvatarURL,customer
3d4c4dee-fceb-403a-a16b-b1029a319338,John,john8941@example.com,samplePassword,sampleAvatarURL,admin
a9d392c5-8193-4a83-88fe-cb61e00f1763,Olivia,olivia1506@example.com,samplePassword,sampleAvatarURL,admin
e6d93d12-23fd-4f16-a5d7-4b621be2a9c1,John,john3276@example.com,samplePassword,sampleAvatarURL,customer
d8f93699-826e-45ff-9c5c-c38ef08b25fc,William,william1389@example.com,samplePassword,sampleAvatarURL,admin
6fd9207d-ef1a-4a90-971b-c73f05e1753f,David,david6084@example.com,samplePassword,sampleAvatarURL,admin
f5c9a853-7a6e-4f24-94b9-bbd8d87676ce,David,david5330@example.com,samplePassword,sampleAvatarURL,admin
e2728a3b-c6ee-4397-b981-e5eea60dc1ce,John,john7221@example.com,samplePassword,sampleAvatarURL,admin
b85e6707-540d-471b-9897-f941fb356780,William,william2452@example.com,samplePassword,sampleAvatarURL,admin
58ad04f2-41c1-43d5-b225-d803a462f383,Emma,emma4437@example.com,samplePassword,sampleAvatarURL,customer
8b527861-c165-4950-a742-f7fe3d54ec9c,William,william7838@example.com,samplePassword,sampleAvatarURL,customer
48087e7e-feca-494b-a29a-ed8dbaf2933d,Ava,ava3900@example.com,samplePassword,sampleAvatarURL,admin
eec64f1b-2fa6-45dc-b16f-89241287edde,Michael,michael6457@example.com,samplePassword,sampleAvatarURL,admin
12174803-5917-4b03-afc5-68b88f46b6d7,Emma,emma4775@example.com,samplePassword,sampleAvatarURL,admin
bbc2864b-3d5b-41cf-aaf8-81de7be66bb5,Olivia,olivia1184@example.com,samplePassword,sampleAvatarURL,admin
50cbec2f-4070-4655-9a98-448767438781,Sophia,sophia9941@example.com,samplePassword,sampleAvatarURL,admin
5ec19cf7-5350-4741-8b44-863c9794aeff,Ava,ava3276@example.com,samplePassword,sampleAvatarURL,admin
2e83b9c8-2def-4dce-938b-23aebbe3d07c,Olivia,olivia5870@example.com,samplePassword,sampleAvatarURL,admin
2c207d9c-7440-4ad2-abe3-5d50f2b028c8,John,john1629@example.com,samplePassword,sampleAvatarURL,customer
a7dfdd9a-65da-4976-a451-aaaa34a225a8,John,john5044@example.com,samplePassword,sampleAvatarURL,customer
bbb918bf-2fe1-4623-97f3-8105222e7508,John,john3060@example.com,samplePassword,sampleAvatarURL,customer
ee54d78b-baf1-491d-8a10-0d4d9a42f768,John,john6702@example.com,samplePassword,sampleAvatarURL,customer
b37273e9-c220-4e49-af2a-5baaa817f92c,William,william8763@example.com,samplePassword,sampleAvatarURL,customer
9f2e0e11-839e-4dfe-962b-afa67cd12119,Matthew,matthew6372@example.com,samplePassword,sampleAvatarURL,admin
98a4e603-dae8-47dc-baf9-a8cba7e21dbb,Michael,michael2017@example.com,samplePassword,sampleAvatarURL,admin
6a17ac39-92a3-4b13-9504-f4cd8fa31d9a,Olivia,olivia3772@example.com,samplePassword,sampleAvatarURL,admin
ef6fd029-6db2-4bea-bf35-a6af31edfd2e,William,william6256@example.com,samplePassword,sampleAvatarURL,customer
45a41af3-82e1-43af-9651-d272c9f0f144,Ava,ava3058@example.com,samplePassword,sampleAvatarURL,admin
5778c5e4-fa71-43c6-a8fa-cc824446af1d,Olivia,olivia8061@example.com,samplePassword,sampleAvatarURL,admin
e77b5e13-87ee-4517-b814-14db63153c23,Ava,ava2644@example.com,samplePassword,sampleAvatarURL,admin
11b7d871-c18f-4c00-be4b-00ee17014c49,Emily,emily3740@example.com,samplePassword,sampleAvatarURL,admin
1e2596b8-bac2-4de7-ac91-b1509867ee51,Sophia,sophia2436@example.com,samplePassword,sampleAvatarURL,admin
2f3403ce-15c4-45e1-be21-87d3d1e66ea3,David,david1425@example.com,samplePassword,sampleAvatarURL,admin
d2d1914f-4ce8-4474-b653-91d35ef5464f,Emma,emma3818@example.com,samplePassword,sampleAvatarURL,customer
4ca885e1-c59f-4c38-9d2c-d1f94226f617,Ava,ava1211@example.com,samplePassword,sampleAvatarURL,admin
83455b10-9ca3-4c51-a64c-5c4e57145830,Emma,emma8451@example.com,samplePassword,sampleAvatarURL,admin
4561de1a-0c2d-47a4-978b-e900c6e876d2,Sophia,sophia2081@example.com,samplePassword,sampleAvatarURL,customer
64dbc65d-192b-4d3f-a669-fdb7ef14989f,Olivia,olivia5653@example.com,samplePassword,sampleAvatarURL,admin
f745b322-4dac-403b-927a-e190798c78bb,Matthew,matthew6209@example.com,samplePassword,sampleAvatarURL,customer
9536b5c4-20d0-445e-a6ae-7004a6ee474e,David,david4291@example.com,samplePassword,sampleAvatarURL,customer
ef348fe3-e543-4459-9fec-74e76dd96a6c,Emma,emma2431@example.com,samplePassword,sampleAvatarURL,admin
